23,,,,,,,,,,,,,,,,,,,,,,
440,393,135,22,98,38,32,202,9,78,,,,,,,,,,,,,
0,0,0,1,1,1,1,1,1,0,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,
438,435,397,92,160,30,179,38,13,362,203,155,,,,,,,,,,,
1,0,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,
64,126,252,346,106,41,88,93,68,9,26,303,,,,,,,,,,,
1,1,1,1,1,0,1,0,0,1,1,1,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,
441,397,331,116,2,83,38,79,8,55,227,,,,,,,,,,,,
1,1,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,
425,366,289,135,220,100,60,24,84,8,63,150,325,306,,,,,,,,,
1,0,1,1,0,1,1,1,0,1,1,0,1,1,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,
400,418,139,165,83,54,245,68,82,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
46,245,68,148,26,224,306,,,,,,,,,,,,,,,,
1,0,0,0,1,1,0,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,
64,101,177,165,187,66,93,442,55,155,303,,,,,,,,,,,,
1,1,1,1,1,1,0,0,1,1,1,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,
436,443,289,118,2,87,61,25,68,203,150,301,,,,,,,,,,,
1,0,1,0,1,0,0,1,1,1,1,0,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,
437,444,127,170,41,4,93,223,203,,,,,,,,,,,,,,
1,0,1,1,1,1,0,1,1,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,
425,445,374,276,446,22,83,88,95,43,47,223,9,45,,,,,,,,,
0,1,1,1,1,1,0,1,1,1,1,0,1,1,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,
329,270,346,170,87,38,181,428,82,,,,,,,,,,,,,,
1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,
447,448,308,177,111,60,124,181,68,9,26,420,,,,,,,,,,,
1,1,0,0,1,0,1,1,1,1,1,1,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,
449,393,18,22,41,38,52,202,148,142,,,,,,,,,,,,,
1,1,1,1,1,1,1,0,1,0,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,
5,450,308,352,102,111,87,38,20,182,9,246,301,213,,,,,,,,,
1,0,1,1,1,1,1,1,0,1,1,1,1,1,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,
436,451,126,141,102,452,2,3,73,44,,,,,,,,,,,,,
0,1,0,1,0,1,0,1,1,0,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,
432,438,453,345,85,446,165,41,73,84,362,9,359,205,478,,,,,,,,
0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
454,236,174,40,98,107,,,,,,,,,,,,,,,,,
1,1,1,1,1,0,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,
455,411,275,276,456,111,74,124,200,130,62,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
448,289,276,100,41,38,,,,,,,,,,,,,,,,,
0,0,1,1,1,1,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
410,444,270,22,132,,,,,,,,,,,,,,,,,,
1,1,1,1,0,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,
400,457,283,22,41,4,254,36,,,,,,,,,,,,,,,
1,1,0,1,1,0,0,0,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
366,279,253,22,53,,,,,,,,,,,,,,,,,,
0,1,1,0,0,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,
458,289,139,40,187,73,180,13,8,203,,,,,,,,,,,,,
1,0,0,1,1,0,0,1,1,1,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,
443,190,91,346,2,87,46,399,86,47,68,55,154,15,,,,,,,,,
1,0,1,1,1,1,1,1,1,1,0,1,1,1,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,
433,178,160,346,100,132,66,459,6,189,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,
450,395,271,460,111,74,38,390,130,13,8,148,274,136,287,420,266,467,,,,,
0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,,,,,
13,,,,,,,,,,,,,,,,,,,,,,
391,461,123,100,74,38,280,188,181,223,9,154,266,,,,,,,,,,
1,1,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
443,374,99,22,187,,,,,,,,,,,,,,,,,,
0,1,0,1,1,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
398,308,118,2,72,,,,,,,,,,,,,,,,,,
0,1,0,0,1,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,
396,395,276,30,3,103,200,86,47,8,55,336,,,,,,,,,,,
1,1,0,1,1,0,1,1,1,1,1,0,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
455,101,121,30,97,,,,,,,,,,,,,,,,,,
0,0,1,0,1,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,
445,163,116,30,74,46,262,188,7,68,9,227,37,426,,,,,,,,,
1,1,1,1,1,1,0,1,0,1,1,1,1,1,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,
439,289,271,460,170,187,4,402,188,47,202,203,227,420,266,,,,,,,,
0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,
449,401,168,100,76,66,434,537,,,,,,,,,,,,,,,
0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
462,411,127,40,56,,,,,,,,,,,,,,,,,,
1,1,1,1,1,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
416,463,270,106,132,,,,,,,,,,,,,,,,,,
0,1,0,0,0,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,
437,101,291,122,2,74,88,361,57,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
366,411,59,100,81,,,,,,,,,,,,,,,,,,
1,1,1,1,0,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,
455,198,235,464,2,41,4,259,436,48,202,82,,,,,,,,,,,
0,1,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,
410,279,283,100,74,27,465,245,182,203,150,146,131,224,,,,,,,,,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
451,395,18,452,22,,,,,,,,,,,,,,,,,,
1,1,0,0,0,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,
466,374,252,111,187,88,436,62,,,,,,,,,,,,,,,
0,1,0,0,0,1,1,1,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
398,236,177,30,3,124,,,,,,,,,,,,,,,,,
0,1,0,1,1,0,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
445,374,270,128,165,,,,,,,,,,,,,,,,,,
1,1,1,1,1,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
386,444,123,111,125,,,,,,,,,,,,,,,,,,
1,0,1,1,1,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,
366,289,168,165,187,43,129,13,,,,,,,,,,,,,,,
0,1,1,1,1,0,0,1,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
417,126,135,100,41,19,,,,,,,,,,,,,,,,,
1,1,0,0,0,1,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
449,289,123,100,3,355,,,,,,,,,,,,,,,,,
0,1,1,1,1,1,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,
353,163,382,127,100,188,44,467,148,,,,,,,,,,,,,,
0,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
391,389,177,22,244,71,,,,,,,,,,,,,,,,,
1,1,1,1,1,0,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,
353,289,99,30,86,250,468,213,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
175,417,345,99,40,469,71,,,,,,,,,,,,,,,,
1,1,1,0,1,1,1,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,
119,470,345,177,326,244,25,9,471,213,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
437,371,270,346,165,281,57,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
448,198,173,106,130,44,471,,,,,,,,,,,,,,,,
0,0,1,1,1,0,1,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,
400,163,173,100,60,38,130,261,8,9,133,471,,,,,,,,,,,
0,1,1,1,0,1,0,0,1,1,1,0,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
422,308,247,30,74,,,,,,,,,,,,,,,,,,
1,1,1,1,1,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
472,473,135,2,56,,,,,,,,,,,,,,,,,,
0,0,0,1,0,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,
445,289,18,22,41,66,86,93,,,,,,,,,,,,,,,
1,1,0,0,1,1,0,1,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
388,345,122,128,40,76,,,,,,,,,,,,,,,,,
1,0,1,1,1,1,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,
441,457,23,283,30,74,88,365,52,,,,,,,,,,,,,,
1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,
440,393,118,346,165,41,43,385,357,,,,,,,,,,,,,,
0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,
370,308,59,346,22,97,66,237,84,347,9,227,,,,,,,,,,,
1,0,1,1,1,1,1,1,1,0,1,1,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
435,371,99,30,41,24,95,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
449,198,123,2,83,124,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
353,444,168,147,60,88,93,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,
400,178,121,460,30,81,38,425,6,25,202,55,26,266,,,,,,,,,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
435,395,235,100,74,,,,,,,,,,,,,,,,,,
1,0,1,1,1,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
246,391,374,110,165,81,,,,,,,,,,,,,,,,,
1,0,0,1,0,0,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
370,397,235,147,56,,,,,,,,,,,,,,,,,,
1,1,1,1,1,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
152,455,444,253,100,74,107,,,,,,,,,,,,,,,,
1,0,1,1,1,1,0,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
400,289,329,85,100,87,88,,,,,,,,,,,,,,,,
1,1,1,0,1,1,1,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
90,88,386,308,121,86,93,,,,,,,,,,,,,,,,
0,1,0,1,1,1,0,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,
90,103,450,444,283,147,244,181,477,,,,,,,,,,,,,,
1,1,0,1,1,1,0,1,1,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
54,445,395,123,281,93,,,,,,,,,,,,,,,,,
1,1,1,1,0,1,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,
43,381,279,121,6,7,474,478,,,,,,,,,,,,,,,
1,1,1,1,1,0,1,1,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
27,393,168,67,62,,,,,,,,,,,,,,,,,,
0,1,1,1,1,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,
112,46,64,289,118,475,476,93,362,,,,,,,,,,,,,,
0,0,1,1,1,0,0,1,1,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
183,449,393,177,111,,,,,,,,,,,,,,,,,,
1,0,1,1,0,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
366,279,252,326,67,36,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,
197,393,168,310,326,86,57,477,478,467,,,,,,,,,,,,,
1,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
450,178,122,165,201,189,,,,,,,,,,,,,,,,,
1,0,0,1,1,1,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
416,126,174,106,6,57,468,,,,,,,,,,,,,,,,
1,1,1,1,1,1,0,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
366,315,292,100,90,46,285,,,,,,,,,,,,,,,,
0,1,0,1,1,0,0,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
411,168,111,72,107,,,,,,,,,,,,,,,,,,
1,1,0,0,1,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,
391,411,331,283,30,76,38,245,415,55,,,,,,,,,,,,,
1,0,1,1,1,1,1,0,1,1,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,
479,374,127,90,121,2,81,88,436,47,182,9,,,,,,,,,,,
0,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,
433,444,290,100,187,38,480,84,182,9,150,,,,,,,,,,,,
1,0,1,0,1,0,1,1,0,1,1,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
435,308,112,102,111,87,19,,,,,,,,,,,,,,,,
1,1,1,0,1,0,1,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
152,49,100,3,38,58,,,,,,,,,,,,,,,,,
1,0,0,1,1,0,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
398,345,314,2,132,4,71,,,,,,,,,,,,,,,,
0,1,1,0,0,0,1,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,
417,289,168,173,22,74,27,36,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
450,190,110,132,70,,,,,,,,,,,,,,,,,,
0,0,0,1,0,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
398,178,122,40,179,115,,,,,,,,,,,,,,,,,
0,1,0,1,1,0,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,
200,439,397,59,40,83,61,79,182,148,,,,,,,,,,,,,
1,1,1,0,1,0,0,0,1,1,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
447,244,79,223,55,154,,,,,,,,,,,,,,,,,
0,0,1,0,1,1,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,
459,400,289,290,30,97,54,47,223,154,,,,,,,,,,,,,
1,0,1,1,1,1,1,1,0,0,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
472,345,139,165,365,250,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
353,395,174,40,67,57,490,,,,,,,,,,,,,,,,
1,1,1,1,1,0,1,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
112,433,389,168,106,,,,,,,,,,,,,,,,,,
0,0,1,1,1,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
462,395,118,30,480,,,,,,,,,,,,,,,,,,
1,0,1,1,1,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
405,389,252,326,86,250,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
311,90,422,461,59,2,242,,,,,,,,,,,,,,,,
1,0,1,0,0,1,0,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
243,163,118,100,480,62,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
112,472,289,235,165,237,71,,,,,,,,,,,,,,,,
1,1,1,1,0,1,0,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
391,308,168,199,2,244,44,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
366,461,283,170,237,189,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
61,388,190,314,188,84,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,
66,453,236,102,281,285,266,335,,,,,,,,,,,,,,,
1,1,1,1,1,0,1,0,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
4,448,444,99,86,13,474,,,,,,,,,,,,,,,,
1,1,1,0,1,1,1,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,
54,458,444,59,365,79,474,266,542,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,
38,400,198,102,475,67,245,202,82,266,467,,,,,,,,,,,,
1,0,1,0,0,1,1,0,1,1,1,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
4,433,279,271,2,6,250,,,,,,,,,,,,,,,,
1,1,1,1,1,0,1,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,
466,73,417,463,168,480,48,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,
422,112,43,439,345,253,86,71,,,,,,,,,,,,,,,
1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,
454,24,221,244,7,,,,,,,,,,,,,,,,,,
0,1,1,1,1,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
54,440,389,314,6,32,,,,,,,,,,,,,,,,,
1,1,1,0,0,1,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,
396,31,4,366,393,118,237,44,203,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,
437,66,459,237,84,202,,,,,,,,,,,,,,,,,
0,1,0,1,1,1,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,
24,427,439,371,314,475,6,79,474,,,,,,,,,,,,,,
1,1,1,1,0,1,1,1,1,,,,,,,,,,,,,,
